name,artists,popularity,danceability,valence,energy,explicit,key,liveness,loudness,speechiness,tempo,cluster,cluster_name
Bordeaux In My Pirough,['Chuck Berry'],21,0.659,0.7509999999999999,0.627,0,7,0.0937,-10.612,0.302,158.119,4,Energetic
Underground,['Curtis Mayfield'],25,0.596,0.521,0.675,0,7,0.388,-10.232,0.0439,104.849,0,Party
I Need Somebody to Lean On,['Elvis Presley'],26,0.402,0.18,0.0282,0,2,0.104,-25.762,0.0624,168.77900000000002,2,Chill
Drowned My Life in Fear - Remastered,['Leaf Hound'],20,0.319,0.58,0.865,0,4,0.144,-2.888,0.052,132.483,1,Workout
Zazueira (with Stanley Turrentine),"['Astrud Gilberto', 'Stanley Turrentine']",27,0.523,0.428,0.274,0,9,0.226,-15.284,0.0367,121.993,3,Balanced
"I Wish You Love, Pt. 2",['Joe Bataan'],20,0.629,0.631,0.593,0,2,0.0815,-9.287,0.0375,111.3,0,Party
The Bird,['Jimmy McGriff'],22,0.7440000000000001,0.934,0.607,0,10,0.0637,-8.072000000000001,0.0404,98.924,0,Party
The Taker,['Kris Kristofferson'],28,0.605,0.826,0.416,0,10,0.153,-12.718,0.0279,106.204,0,Party
Sweet Feeling,['Candi Staton'],24,0.5710000000000001,0.923,0.334,0,3,0.35,-14.373,0.0324,145.261,3,Balanced
Bitch - Extended Version,['The Rolling Stones'],26,0.51,0.942,0.975,0,7,0.0805,-2.6830000000000003,0.0395,135.335,0,Party
A Hard Rain's A-Gonna Fall,['Bob Dylan'],18,0.574,0.302,0.311,0,4,0.146,-12.413,0.0297,92.744,3,Balanced
Can't You Hear Me Knocking - Alternate Version,['The Rolling Stones'],19,0.59,0.777,0.773,0,0,0.0763,-6.477,0.0393,149.196,4,Energetic
I'll Be There,['The Jackson 5'],21,0.512,0.319,0.5660000000000001,0,5,0.7140000000000001,-6.468999999999999,0.0264,93.858,1,Workout
I Really Don't Want to Know,['Elvis Presley'],27,0.297,0.328,0.337,0,0,0.136,-14.401,0.034,78.405,2,Chill
We've Only Just Begun,['Andy Williams'],26,0.371,0.397,0.454,0,11,0.286,-12.217,0.0276,89.354,3,Balanced
When I'm Over You,['Elvis Presley'],26,0.502,0.8270000000000001,0.4970000000000001,0,11,0.293,-11.793,0.0355,92.23,0,Party
Hello Mary Lou,['New Riders of the Purple Sage'],18,0.534,0.96,0.893,0,0,0.691,-9.271,0.033,126.257,0,Party
Surrender,['Diana Ross'],25,0.496,0.867,0.71,0,5,0.539,-6.625,0.0851,88.348,0,Party
The Change,['Felt'],23,0.382,0.695,0.489,0,7,0.198,-9.956,0.0605,126.865,3,Balanced
Bring Me Coffee Or Tea - 2011 Remastered,['CAN'],18,0.386,0.557,0.642,0,4,0.265,-11.861,0.0455,134.908,4,Energetic
She Smiles Like A River,['Leon Russell'],19,0.66,0.972,0.453,0,0,0.115,-15.793,0.0546,79.294,0,Party
Give Ireland Back To The Irish,['Wings'],25,0.387,0.591,0.562,0,9,0.116,-11.067,0.0394,186.708,4,Energetic
Where's The Money?,['Dan Hicks & His Hot Licks'],19,0.612,0.718,0.478,0,8,0.746,-16.85,0.474,91.024,3,Balanced
Family Bible,['Willie Nelson'],20,0.664,0.458,0.257,0,9,0.208,-12.162,0.03,113.651,3,Balanced
Love to Keep You in My Mind,['Curtis Mayfield'],23,0.537,0.508,0.5529999999999999,0,1,0.0624,-7.522,0.0277,99.498,1,Workout
"People Get Ready - Live @ Bitter End, NYC",['Curtis Mayfield'],27,0.622,0.6409999999999999,0.412,0,11,0.6759999999999999,-12.459,0.205,137.409,3,Balanced
Headless Heroes,['Eugene McDaniels'],22,0.604,0.8959999999999999,0.574,0,0,0.0797,-13.452,0.0363,102.124,0,Party
Third Week in the Chelsea,['Jefferson Airplane'],22,0.425,0.424,0.343,0,4,0.103,-16.64,0.0471,97.635,3,Balanced
Hometown Cowboy,['Chris LeDoux'],18,0.77,0.953,0.511,0,1,0.0782,-14.478,0.0585,104.167,0,Party
I Got The Blues - 2009 Mix,['The Rolling Stones'],25,0.442,0.199,0.382,0,7,0.121,-5.295,0.0317,119.947,3,Balanced
Boogie,['John Hartford'],18,0.642,0.36,0.213,0,1,0.063,-18.652,0.889,86.92,3,Balanced
English Noblemen,['Michael Hurley'],21,0.501,0.238,0.233,0,9,0.11,-12.517,0.0317,115.011,3,Balanced
Things Have Gone To Pieces,['George Jones'],19,0.444,0.434,0.19,0,1,0.178,-14.079,0.0276,90.547,3,Balanced
For the Good Times,['Bobby Bare'],19,0.616,0.546,0.273,0,4,0.123,-14.941,0.0291,91.17,3,Balanced
The Last Thing On My Mind,['Neil Diamond'],25,0.195,0.156,0.187,0,9,0.135,-19.801,0.0327,175.613,2,Chill
Ponteio,['Edu Lobo'],18,0.6559999999999999,0.888,0.585,0,0,0.161,-14.124,0.0337,138.23,0,Party
No One Came,['Deep Purple'],19,0.537,0.347,0.7170000000000001,0,9,0.183,-11.679,0.196,123.988,1,Workout
Wang Dang Doodle,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']",24,0.705,0.753,0.722,0,9,0.172,-8.638,0.0504,120.81,0,Party
Walk In The Night,['Jr. Walker & The All Stars'],27,0.5760000000000001,0.967,0.782,0,6,0.0261,-11.324000000000002,0.0309,107.859,0,Party
Por Sí No Te Vuelvo A Ver,['Chucho Avellanet'],25,0.239,0.434,0.46,0,8,0.202,-9.313,0.0361,184.223,4,Energetic
Ginger Baker and Tony Allen (feat. Ginger Baker) - Drum Solo Live at the Berlin Jazz Festival 1978,"['Fela Kuti', 'Ginger Baker']",17,0.52,0.879,0.863,0,11,0.69,-10.988,0.0571,108.171,0,Party
Sleigh Ride,['The Partridge Family'],19,0.596,0.8690000000000001,0.524,0,5,0.105,-11.196,0.0393,161.264,4,Energetic
Imagine - Ultimate Mix,['John Lennon'],25,0.578,0.14,0.339,0,0,0.0988,-10.686,0.0263,75.661,3,Balanced
Don't Cry Blue,['Jonathan Edwards'],18,0.693,0.799,0.456,0,7,0.2,-14.082,0.0379,108.449,0,Party
Winter Wonderland,['The Partridge Family'],19,0.675,0.868,0.475,0,8,0.227,-12.475,0.0328,120.47,0,Party
I Don't Need You No More,['The J. Geils Band'],21,0.5,0.927,0.8029999999999999,0,0,0.345,-7.377000000000002,0.0374,144.724,4,Energetic
I'll Be Your Baby Tonight,['Bob Dylan'],18,0.495,0.5479999999999999,0.295,0,0,0.0688,-13.716,0.0273,129.005,3,Balanced
The Dolphin - After,['Bill Evans'],26,0.452,0.826,0.498,0,4,0.132,-13.043,0.0386,90.446,3,Balanced
Who's Lovin' You,['The Jackson 5'],24,0.38,0.446,0.7929999999999999,0,7,0.7959999999999999,-4.395,0.0713,78.02199999999998,1,Workout
Lovin' Man,['Eugene McDaniels'],23,0.586,0.575,0.615,0,2,0.081,-11.343,0.0359,100.05,3,Balanced
Biscuit Roller,['Michael Hurley'],21,0.841,0.6779999999999999,0.19,0,7,0.0808,-14.813,0.0544,121.397,3,Balanced
America,['John Fahey'],20,0.326,0.139,0.284,0,7,0.0974,-16.896,0.049,106.878,2,Chill
Honky Tonk Women - Live At University Of Leeds / 1971,['The Rolling Stones'],19,0.363,0.583,0.909,0,7,0.718,-4.142,0.128,121.362,1,Workout
Rape Of The Locks - 2013 Remaster,['Budgie'],24,0.311,0.165,0.6779999999999999,0,1,0.433,-13.808,0.0868,130.957,1,Workout
Song and Dance Man,['Johnny Paycheck'],18,0.649,0.865,0.609,0,7,0.149,-11.84,0.0404,79.749,0,Party
La Partida,['Victor Jara'],37,0.6920000000000001,0.6809999999999999,0.5870000000000001,0,11,0.0892,-13.248,0.176,86.552,0,Party
It's Not for Me to Understand,['Willie Nelson'],19,0.691,0.414,0.201,0,7,0.1689999999999999,-14.804,0.038,118.573,3,Balanced
"Beat Me Daddy, Eight To The Bar",['Commander Cody and His Lost Planet Airmen'],18,0.602,0.8809999999999999,0.611,0,0,0.871,-13.175999999999998,0.0362,81.585,0,Party
D: Dee Dee Dee,['Ernie'],18,0.7659999999999999,0.861,0.391,0,5,0.153,-8.644,0.211,120.7,0,Party
"Kozmic Blues - Live at CNE Stadium, Toronto, Canada - June 1970",['Janis Joplin'],29,0.342,0.479,0.6509999999999999,0,0,0.652,-10.496,0.0909,176.605,4,Energetic
Honesty Is No Excuse,['Thin Lizzy'],24,0.386,0.48,0.635,0,9,0.184,-8.517999999999999,0.0715,124.0,1,Workout
All Along the Watchtower,['Bob Dylan'],18,0.5770000000000001,0.609,0.461,0,1,0.0947,-9.27,0.0306,129.42700000000002,3,Balanced
Asa Branca,['Rosinha De Valença'],27,0.445,0.429,0.344,0,7,0.0999,-11.311,0.0347,135.363,3,Balanced
Soulsville - Album - Remastered,['Isaac Hayes'],17,0.5720000000000001,0.795,0.217,0,3,0.0947,-17.977,0.0294,81.59899999999998,3,Balanced
I Got The Blues - 2009 Mix,['The Rolling Stones'],18,0.442,0.199,0.382,0,7,0.121,-5.295,0.0317,119.947,3,Balanced
The Wind - Yusuf's Café,['Yusuf / Cat Stevens'],24,0.7,0.972,0.7859999999999999,0,2,0.713,-12.300999999999998,0.0913,114.028,0,Party
Stray Cat Blues - Live At The Roundhouse / 1971,['The Rolling Stones'],26,0.417,0.537,0.851,0,2,0.2,-4.832,0.0324,97.712,1,Workout
Behind Blue Eyes - Alternate Studio Version,"['The Who', 'Al Kooper']",19,0.378,0.458,0.556,0,2,0.113,-10.089,0.0446,136.502,4,Energetic
What a Life I've Led - 1999 Remaster,['The Hollies'],17,0.433,0.6829999999999999,0.627,0,4,0.0765,-9.038,0.0363,185.442,4,Energetic
Something Inside of Me,['Fleetwood Mac'],18,0.486,0.733,0.359,0,11,0.103,-12.005999999999998,0.0287,75.733,3,Balanced
Look Around,['Stevie Wonder'],22,0.218,0.384,0.206,0,8,0.232,-16.009,0.0376,174.875,2,Chill
Hare Krsna Mantra,['The Radha Krsna Temple (London)'],27,0.279,0.34,0.512,0,8,0.358,-9.225,0.0326,118.735,1,Workout
Niji Trance,['Redbone'],21,0.509,0.535,0.8490000000000001,0,11,0.121,-7.166,0.17,116.888,1,Workout
Fire and Rain,['The Isley Brothers'],22,0.508,0.532,0.476,0,2,0.0858,-9.666,0.0549,143.827,4,Energetic
Peace Train - Royal Albert Hall,['Yusuf / Cat Stevens'],24,0.64,0.134,0.586,0,7,0.804,-9.404,0.274,171.9,4,Energetic
"What I Say - Live at the Cellar Door, Washington, DC - December 1970",['Miles Davis'],22,0.362,0.755,0.797,0,2,0.0655,-9.818,0.0823,72.842,1,Workout
You Don't Love Me - Live At The Fillmore East/1971/First Show,['Allman Brothers Band'],19,0.381,0.649,0.782,0,2,0.95,-10.292,0.0446,100.852,1,Workout
Make the World Go Away,['Elvis Presley'],26,0.325,0.532,0.333,0,4,0.142,-15.214,0.0353,103.405,3,Balanced
Don't Stop Now,['Ralfi Pagan'],17,0.478,0.785,0.211,0,0,0.149,-18.554,0.0304,163.744,3,Balanced
Sunshine In Their Eyes,['Stevie Wonder'],22,0.387,0.441,0.388,0,1,0.246,-12.369000000000002,0.0367,124.334,3,Balanced
Look At The Sun,['Felt'],23,0.51,0.332,0.288,0,6,0.13,-9.972,0.0256,72.62,3,Balanced
"Tarkus - i. Eruption, ii. Stones of Years, iii. Iconoclast, iv. Mass, v. Manticore, vi. Battlefield, vii. Aquatarkus; 2012 Stereo Mix","['Emerson, Lake & Palmer']",26,0.463,0.399,0.5,0,5,0.071,-13.366,0.0387,130.749,3,Balanced
"Oh! Guitare, guitare",['Enrico Macias'],35,0.696,0.867,0.529,0,2,0.06,-11.351,0.0379,119.447,0,Party
Prince Kajuku - Remastered,['UFO'],28,0.32,0.775,0.418,0,2,0.106,-6.414,0.0476,164.919,4,Energetic
Home Is Where the Heart Is,['Elvis Presley'],27,0.459,0.301,0.0653,0,0,0.107,-20.004,0.0467,92.217,2,Chill
Desalento,['Chico Buarque'],38,0.489,0.8170000000000001,0.7070000000000001,0,10,0.193,-7.295,0.0321,131.67600000000002,0,Party
Love,['Pharoah Sanders'],21,0.478,0.315,0.329,0,4,0.112,-19.768,0.143,87.698,2,Chill
Happy Xmas (War Is Over) - Ultimate Mix,"['John Lennon', 'Yoko Ono']",25,0.353,0.457,0.6709999999999999,0,2,0.919,-7.303,0.0286,145.61700000000005,4,Energetic
One Way Out - Live At The Fillmore East/1971/Closing Show,['Allman Brothers Band'],18,0.556,0.787,0.6,0,2,0.725,-11.502,0.0363,104.895,0,Party
La Chatita,['Los Troqueros'],20,0.7490000000000001,0.962,0.365,0,7,0.0367,-9.382,0.0387,116.971,0,Party
All I Can Do,['Savoy Brown'],17,0.547,0.458,0.373,0,0,0.107,-13.468,0.0458,138.938,3,Balanced
Midnight Rambler - Live At The Roundhouse / 1971,['The Rolling Stones'],25,0.328,0.568,0.87,0,9,0.885,-4.573,0.0818,146.586,4,Energetic
Why Did I Choose You?,['Bill Evans'],25,0.287,0.0571,0.1,0,5,0.147,-18.041,0.0309,75.146,2,Chill
River Boat Gambler,['Chris LeDoux'],17,0.5489999999999999,0.961,0.662,0,0,0.109,-11.809,0.0972,186.289,4,Energetic
Wine Do Yer Stuff,['Commander Cody and His Lost Planet Airmen'],18,0.555,0.8009999999999999,0.485,0,7,0.353,-12.578,0.0371,118.854,0,Party
Dead Flowers - Alternate Version,['The Rolling Stones'],26,0.413,0.8109999999999999,0.867,0,2,0.343,-4.713,0.0348,129.017,4,Energetic
(They Long To Be) Close To You,['Burt Bacharach'],27,0.27,0.111,0.129,0,3,0.106,-15.024,0.0322,59.738,2,Chill
Omega Day,['Bill Fay'],19,0.331,0.455,0.434,0,4,0.101,-11.165,0.0308,167.201,4,Energetic
Special Rider Blues,['John Fahey'],20,0.5,0.523,0.255,0,0,0.26,-16.567999999999998,0.042,75.109,3,Balanced
Daddy (I Need You Tonight),"['Hank Williams, Jr.']",17,0.62,0.499,0.343,0,2,0.0814,-12.927,0.0332,79.88,3,Balanced
Me Deixa Em Paz,"['Milton Nascimento', 'Alaíde Costa']",39,0.612,0.733,0.417,0,4,0.0958,-12.887,0.0344,126.127,3,Balanced
E penso a te,['Lucio Battisti'],49,0.399,0.187,0.195,0,2,0.0812,-15.341,0.0501,138.01,2,Chill
Poet's Justice,['Uriah Heep'],30,0.414,0.78,0.6859999999999999,0,9,0.351,-9.577,0.0455,101.786,0,Party
"Mountain Jam (Theme From “First There Is A Mountain”) - Live At The Fillmore East, March 12 & 13, 1971",['Allman Brothers Band'],20,0.334,0.311,0.5710000000000001,0,6,0.6629999999999999,-13.295,0.0394,153.129,4,Energetic
Wild Child - Remastered,['Lou Reed'],27,0.715,0.934,0.838,0,2,0.175,-7.278,0.0397,125.187,0,Party
One of the Boys,['Mott The Hoople'],25,0.355,0.302,0.915,0,7,0.35,-5.825,0.117,121.216,1,Workout
Think - Instrumental,['Curtis Mayfield'],20,0.472,0.385,0.349,0,2,0.134,-7.665,0.0268,97.505,3,Balanced
The Air That I Breathe,['Albert Hammond'],32,0.297,0.264,0.232,0,10,0.112,-11.77,0.0276,89.35700000000001,2,Chill
Dewel - Stereo Master,['Mulatu Astatke'],25,0.24,0.193,0.422,0,10,0.189,-14.143,0.0365,76.554,2,Chill
All I Ever Need Is You,"['Chet Atkins', 'Jerry Reed']",22,0.62,0.852,0.415,0,0,0.0802,-14.529000000000002,0.0355,97.142,0,Party
Remarks by Reverend C L. Franklin,['Aretha Franklin'],24,0.516,0.24,0.253,0,6,0.7390000000000001,-25.299,0.7290000000000001,99.868,2,Chill
Eddie You Should Know Better,['Curtis Mayfield'],19,0.555,0.731,0.604,0,11,0.156,-8.792,0.0441,100.152,0,Party
Josie,['Kris Kristofferson'],21,0.687,0.615,0.352,0,2,0.172,-14.317,0.028,96.99,3,Balanced
Intro,['Todd Rundgren'],18,0.6829999999999999,0.383,0.109,0,10,0.276,-21.499,0.5670000000000001,125.423,3,Balanced
Road Ode,['Carpenters'],28,0.272,0.193,0.199,0,11,0.177,-13.572,0.0332,173.993,2,Chill
Soñando Despierto,['Willie Colón'],27,0.758,0.892,0.524,0,5,0.135,-6.274,0.0322,108.589,0,Party
W.S. Walcott Medicine Show - Live At The Academy Of Music/1971 / 2005 Remix & /Remaster,"['The Band', 'Patrick MacDougal']",21,0.618,0.78,0.812,0,0,0.7290000000000001,-8.144,0.0303,97.842,0,Party
Move Around,['Stephen Stills'],22,0.339,0.488,0.604,0,2,0.304,-10.98,0.0371,117.293,1,Workout
The Night They Drove Old Dixie Down,['Richie Havens'],24,0.498,0.664,0.278,0,2,0.778,-17.605999999999995,0.0427,105.888,3,Balanced
You're Driving Me Right Out Of My Mind,['Joe Bataan'],19,0.421,0.391,0.1669999999999999,0,5,0.246,-19.974,0.0329,126.223,2,Chill
Speak To The Sky,['Rick Springfield'],19,0.583,0.7879999999999999,0.659,0,9,0.125,-9.427,0.0308,96.106,0,Party
Nada Será Como Antes,"['Milton Nascimento', 'Beto Guedes']",43,0.518,0.6729999999999999,0.531,0,0,0.0929,-11.65,0.0346,129.02,3,Balanced
Nine Pound Hammer,"['Nitty Gritty Dirt Band', 'Merle Travis']",21,0.642,0.8220000000000001,0.475,0,7,0.0661,-11.733,0.0768,115.423,0,Party
Revelation,['Waylon Jennings'],20,0.525,0.27,0.29,0,7,0.116,-14.306,0.0334,94.565,3,Balanced
El Caballo Blanco,['José Alfredo Jimenez'],19,0.528,0.755,0.247,0,0,0.542,-12.132,0.237,91.181,3,Balanced
Bitters End,['Roxy Music'],27,0.413,0.564,0.362,0,5,0.226,-10.944,0.0589,118.212,3,Balanced
Early Mornin' Rain (with The Nashville Edition),"['Elvis Presley', 'The Nashville Edition']",32,0.541,0.731,0.256,0,0,0.136,-18.553,0.0315,103.397,3,Balanced
Sucker,['Mott The Hoople'],24,0.5770000000000001,0.914,0.753,0,2,0.09,-6.715,0.0638,137.101,0,Party
Flamingo - 2015 Remaster,['Todd Rundgren'],23,0.3720000000000001,0.333,0.499,0,10,0.293,-8.648,0.0379,138.80700000000002,1,Workout
Players Balling (Players Doin' Their Own Thing),['Ohio Players'],22,0.502,0.682,0.6759999999999999,0,5,0.346,-9.046,0.285,174.582,4,Energetic
Mira Niñita,['Los Jaivas'],41,0.369,0.392,0.479,0,1,0.0839,-15.241,0.0416,125.313,3,Balanced
Listen to the Clock on the Wall,"[""The O'Jays""]",22,0.527,0.765,0.5539999999999999,0,11,0.259,-11.465,0.0597,135.16299999999998,0,Party
Al Final Del Camino,['Vicente Fernández'],32,0.513,0.518,0.34,0,7,0.216,-5.891,0.0281,85.939,3,Balanced
Purple People Eater,['Sheb Wooley'],22,0.647,0.969,0.446,0,4,0.309,-16.145,0.0455,148.863,0,Party
Waka/Jawaka,['Frank Zappa'],25,0.414,0.743,0.718,0,2,0.0878,-9.72,0.103,152.28799999999995,4,Energetic
No Knock,['Gil Scott-Heron'],24,0.8140000000000001,0.57,0.412,0,2,0.135,-12.31,0.51,116.845,3,Balanced
"One Way Out - Live At Fillmore East, June 27, 1971",['Allman Brothers Band'],20,0.557,0.754,0.613,0,9,0.723,-11.689,0.0401,106.72,0,Party
"Lions, Christians",['Bang'],24,0.565,0.626,0.514,0,1,0.1369999999999999,-6.109,0.0403,111.436,0,Party
Conversacao Comigo Mesmo,['Baden Powell'],23,0.5379999999999999,0.799,0.633,0,10,0.111,-15.137,0.0385,99.466,0,Party
And I Love Her,['Bobby Womack'],18,0.409,0.495,0.215,0,11,0.269,-19.012,0.0291,82.791,2,Chill
Goodbye Don't Mean I'm Gone,['Carole King'],25,0.637,0.825,0.411,0,9,0.0923,-17.038,0.0294,129.472,3,Balanced
Cuando Estamos Juntos,['Los Terricolas'],26,0.354,0.338,0.528,0,2,0.139,-4.644,0.0269,76.279,1,Workout
It Slipped My Mind,['The Doors'],27,0.665,0.818,0.442,0,4,0.155,-13.547,0.0314,128.808,0,Party
Where Have All the Flowers Gone? - Live,['Pete Seeger'],27,0.496,0.258,0.185,0,10,0.159,-14.281,0.0846,135.954,3,Balanced
Pirata De La Mar,['Bobby Valentin'],20,0.77,0.972,0.7490000000000001,0,7,0.0724,-5.678,0.0488,93.519,0,Party
Take It Like A Friend,['Creedence Clearwater Revival'],29,0.595,0.887,0.772,0,0,0.0837,-12.334,0.0521,112.262,0,Party
Honky Tonk (Part 1),['Bill Doggett'],25,0.6409999999999999,0.6890000000000001,0.618,0,5,0.112,-7.006,0.027,104.894,0,Party
I Miss You (feat. Teddy Pendergrass),"['Harold Melvin & The Blue Notes', 'Teddy Pendergrass']",18,0.423,0.619,0.622,0,2,0.542,-7.687,0.049,129.035,4,Energetic
Tipitina,['Dr. John'],23,0.503,0.7120000000000001,0.36,0,5,0.115,-11.693,0.0283,97.197,3,Balanced
Le Feel Internacionale - 2015 Remaster,['Todd Rundgren'],22,0.273,0.4970000000000001,0.48,0,5,0.0607,-10.348,0.0328,84.89200000000002,3,Balanced
Circle,['Harry Chapin'],22,0.496,0.496,0.277,0,0,0.0955,-15.883,0.0373,119.349,3,Balanced
Prologue,['Renaissance'],28,0.344,0.449,0.7440000000000001,0,11,0.3670000000000001,-9.439,0.0467,132.685,1,Workout
Changuiri,['Sonora Ponceña'],22,0.759,0.943,0.491,0,9,0.0192,-9.558,0.0379,95.126,0,Party
My Friend the Sun,['Family'],33,0.63,0.578,0.244,0,9,0.103,-17.132,0.0262,81.07300000000002,3,Balanced
Money Runner,['Quincy Jones'],32,0.479,0.7809999999999999,0.778,0,9,0.132,-13.117,0.0421,126.697,0,Party
Two Divided By Love,['The Grass Roots'],21,0.634,0.945,0.746,0,8,0.0944,-7.754,0.0309,123.853,0,Party
Love Having You Around,['Stevie Wonder'],31,0.629,0.494,0.759,0,10,0.188,-9.784,0.124,106.552,1,Workout
Groupie (Superstar),['Delaney & Bonnie'],22,0.452,0.5720000000000001,0.379,0,1,0.171,-11.832,0.0315,144.691,3,Balanced
Motorcycle Mama,['Sailcat'],21,0.687,0.733,0.154,0,4,0.089,-24.336,0.0649,121.293,3,Balanced
If You Could See Her,['Joel Grey'],26,0.518,0.364,0.225,0,8,0.145,-12.425999999999998,0.16,87.367,3,Balanced
Rock & Roll Pussy - 2015 Remaster,['Todd Rundgren'],22,0.235,0.364,0.925,0,11,0.364,-9.227,0.0684,85.426,1,Workout
You're Beautiful People,['Brenton Wood'],19,0.447,0.647,0.271,0,0,0.357,-16.019000000000002,0.0328,69.47,3,Balanced
Remember the Alamo,['Johnny Cash'],22,0.6829999999999999,0.617,0.379,0,9,0.176,-8.083,0.0446,126.248,3,Balanced
The Precious Jewel,"['Nitty Gritty Dirt Band', 'Roy Acuff']",21,0.348,0.604,0.411,0,7,0.0913,-8.896,0.032,152.389,4,Energetic
The Euphrates,['Seals and Crofts'],22,0.5589999999999999,0.696,0.555,0,4,0.268,-11.487,0.0292,158.937,4,Energetic
Nothing Seems to Matter - Remastered Version,['Bonnie Raitt'],22,0.386,0.509,0.475,0,2,0.135,-7.875,0.0272,131.862,4,Energetic
Ain't Wastin' Time No More,['Allman Brothers Band'],20,0.453,0.7240000000000001,0.607,0,3,0.0998,-13.4,0.0345,91.469,3,Balanced
Tumba La Caña Jibarito,['Sonora Ponceña'],23,0.584,0.898,0.557,0,4,0.0771,-9.88,0.112,112.642,0,Party
Chifara - Stereo Master,['Mulatu Astatke'],27,0.409,0.883,0.468,0,1,0.126,-15.549,0.0322,153.061,4,Energetic
To Know You Is To Love You - Unfaded Album Mix,['Syreeta'],40,0.5529999999999999,0.645,0.67,0,7,0.12,-8.494,0.0743,116.397,0,Party
Angel Eyes,['Willis Alan Ramsey'],19,0.373,0.153,0.0672,0,2,0.127,-19.646,0.038,80.225,2,Chill
Southbound Train,"['Graham Nash', 'David Crosby']",24,0.5720000000000001,0.438,0.307,0,5,0.139,-13.292,0.0255,102.268,3,Balanced
"Vesperae solennes de confessore in C, K.339: 4. Laudate pueri Dominum","['Wolfgang Amadeus Mozart', 'Kiri Te Kanawa', 'Elizabeth Bainbridge', 'Ryland Davies', 'Gwynne Howell', 'John Constable', 'London Symphony Chorus', 'London Symphony Orchestra', 'Sir Colin Davis']",21,0.222,0.109,0.154,0,2,0.156,-19.646,0.0317,78.39399999999998,2,Chill
Holiday Hotel,['Loggins & Messina'],20,0.5920000000000001,0.961,0.691,0,1,0.0618,-12.655,0.0365,82.81700000000002,0,Party
Happier Than The Morning Sun,['Stevie Wonder'],33,0.316,0.379,0.224,0,10,0.101,-14.477,0.0333,110.895,2,Chill
Me And Jesus,['Tom T. Hall'],21,0.5479999999999999,0.94,0.464,0,7,0.264,-16.709,0.0336,150.945,0,Party
Day Tripper,"[""Sergio Mendes & Brasil '66""]",29,0.631,0.964,0.446,0,10,0.356,-16.947,0.0281,138.886,0,Party
More Pretty Girls Than One,['Doc & Merle Watson'],21,0.5870000000000001,0.7859999999999999,0.229,0,0,0.115,-14.848,0.0297,104.797,3,Balanced
"Stage Fright - Live At The Academy Of Music, New York, 1971 / Remastered 2001",['The Band'],21,0.542,0.561,0.7609999999999999,0,0,0.603,-10.572,0.064,110.018,1,Workout
Good Rockin',['The Doors'],28,0.41,0.7959999999999999,0.494,0,2,0.144,-14.873,0.034,141.05700000000004,4,Energetic
One Man Parade - 2019 Remaster,['James Taylor'],23,0.809,0.907,0.22,0,0,0.151,-18.249,0.041,124.263,3,Balanced
And You and I - Alternate Version,['Yes'],29,0.291,0.165,0.3720000000000001,0,9,0.221,-11.079,0.0377,76.97800000000002,3,Balanced
The First Time Ever I Saw Your Face,['The Temptations'],26,0.44,0.0904,0.0541,0,6,0.116,-19.424,0.0373,125.237,2,Chill
Avi-Vo - Remastered,['Lafayette Afro Rock Band'],23,0.706,0.6859999999999999,0.871,0,0,0.13,-6.433,0.0478,118.081,0,Party
Poor Abbey Walsh,['Marvin Gaye'],24,0.425,0.101,0.15,0,2,0.349,-13.963,0.0309,102.204,2,Chill
Se bruciasse la città,['Massimo Ranieri'],18,0.454,0.597,0.83,0,4,0.166,-7.984,0.12,112.112,1,Workout
Serves You Right to Suffer - Live,"['The J. Geils Band', 'Geoffrey Haslam']",21,0.463,0.4320000000000001,0.8059999999999999,0,9,0.988,-7.8370000000000015,0.113,112.652,1,Workout
